id,text,suffix,text_html,suffix_html,start_position,end_position,children,is_child
LKM4ZJ03Ee-5028Vpdr_HQ,какой-то, вост,какой-то, вост,1584,1592,[],False
DIoa6J03Ee-I9Ic0YySv5w,гундит, безм,гундит, безм,2326,2332,[],False
lURR0lFiEe2EZQf722UrTg,малокровного," дня,",малокровного," дня,",2770,2782,[],False
uJxSnkl3Ee2A87f0Eyny0w,военрука,. Шаг,военрука,</em>,3272,3280,[],True
jDAcsp02Ee-DoYeh0FuHuQ,иной, пили,иной, пили,3828,3832,[],False
omVe_FFmEe2vrTc3xomkXw,ходока,", зав",ходока,", зав",5271,5277,[],False
edTvhJIeEe-RdSuKDyoPOA,достославных, та́т,достославных, та́т,9104,9116,[],True
7fn9ZFFrEe2Z17MLexdG8g,"Свидание 
императоров в Гоштейне! Башибузуки вырезали пятнадцать тысяч 
в Болгарии! На Шипке все спокойно! Сибирская дорога построена! 
Цзай-Сюнь приговорен к харакири! Эвакуация Маньчжурии! Инцидент в Касабланке!", Выйд,"Свидание 
императоров в Гоштейне! Башибузуки вырезали пятнадцать тысяч 
в Болгарии! На Шипке все спокойно! Сибирская дорога построена! 
Цзай-Сюнь приговорен к харакири! Эвакуация Маньчжурии! Инцидент в Касабланке!", Выйд,9671,9884,"[Annotation(id='rDXamEsCEe2m89tuJif7YQ', text='Гоштейне', suffix='! Баш', text_html='Гоштейне', suffix_html='! Баш', start_position=9695, end_position=9703, children=[], is_child=True)]",False
rDXamEsCEe2m89tuJif7YQ,Гоштейне,! Баш,Гоштейне,! Баш,9695,9703,[],True
TYzfoksKEe2ugPv85LPlqg,бургундского,". 
Вы",бургундского,". 
Вы",10863,10875,[],False
9vFCSEvKEe2sE3veaNnjyg,цилиндр,", пре",цилиндр,", пре",14378,14385,[],True
aylQJEvLEe2LRv-RurugVg,Ижоры, близ,Ижоры, близ,14454,14459,[],False
zNto3pIeEe-GYXu5275KyA,бризом, порт,бризом, порт,15191,15197,[],False
LaXLkp02Ee-o5ws2qhko6Q,мельникова, подр,мельникова, подр,15662,15672,[],False
