id,text,suffix,text_html,suffix_html,start_position,end_position,children,is_child
ApMMGKifEe29SusqSgm_9A,"человек заурядного роста, обычного возраста и без труда забывающегося лица",. Яко,"человек заурядного роста, обычного возраста и без труда забывающегося лица",. Яко,734,808,[],False
MsIDCJ5oEe2kxteOVa6Q5w,Яков, Ильи,Яков, Ильи,810,814,[],False
GjhcmgF6Ee6LY6dIBrzTTw,стране,", Яко",стране,", Яко",1776,1782,[],False
PoZo8J5oEe2d06uNzx5SRg,Яков, Ильи,Яков, Ильи,1784,1788,[],False
snBXbp6sEe29h0-52rBnCg,Яков, Ильи,Яков, Ильи,2437,2441,[],False
olq8FKikEe21jwv2Co8Saw,"Нужно энергичнее думать, подчеркивал он, какую-то определенность 
в уме выковать, постоянно — тут он решал остановиться, имея в виду непременно найти замену тому неловкому слову, что готовилось 
уже завершить фразу, но остановиться не успевал, и слово срывалось, выскакивало, — всякий день, говорил Яков Ильич, выковывать."," 
Стр","Нужно энергичнее думать, подчеркивал он, какую-то определенность 
в уме выковать, постоянно — тут он решал остановиться, имея в виду непременно найти замену тому неловкому слову, что готовилось 
уже завершить фразу, но остановиться не успевал, и слово срывалось, выскакивало, — всякий день, говорил Яков Ильич, выковывать."," 
Стр",2867,3189,"[Annotation(id='uhwVUp6sEe2QqT_0qoWL3Q', text='Яков', suffix=' Ильи', text_html='Яков', suffix_html=' Ильи', start_position=3166, end_position=3170, children=[], is_child=True)]",False
uhwVUp6sEe2QqT_0qoWL3Q,Яков, Ильи,Яков, Ильи,3166,3170,[],True
_4twwKimEe23DmfHP3hEpQ,ушанки,", Яко",ушанки,", Яко",5159,5165,[],False
y8PdvJ6sEe2NcJe5Go4KuQ,Яков, Ильи,Яков, Ильи,5167,5171,[],False
z57p4J6sEe25Z5eytiZxZg,Яков, Ильи,Яков, Ильи,5349,5353,[],False
0qpDUJ6sEe2LCcvEJe9MyA,Яков, Ильи,Яков, Ильи,5758,5762,[],False
u2TNlp_2Ee2_OGcA0i8-Vw,изводить,; дум,изводить,; дум,6377,6385,[],False
pG9pVJIZEe-JWyeibnFZyg,ореховой, голо,ореховой, голо,6904,6912,[],False
